datetime,no2,pm10,pm25
2023-01-01 01:00:00,8.47575,10.225,5.66
2023-01-01 02:00:00,7.78986,10.625,5.307
2023-01-01 03:00:00,6.96417,12.4,6.132
2023-01-01 04:00:00,6.21577,14.1,6.651
2023-01-01 05:00:00,6.54313,16.475,7.5
2023-01-01 06:00:00,6.73037,16.95,8.113
2023-01-01 07:00:00,6.63669,16.825,8.137
2023-01-01 08:00:00,7.05742,19.725,9.434
2023-01-01 09:00:00,8.4598,23.8,10.66
2023-01-01 10:00:00,7.85189,23.05,10.943
2023-01-01 11:00:00,7.43073,22.35,10.637
2023-01-01 12:00:00,7.99158,21.1,10.448
2023-01-01 13:00:00,10.2353,21.4,10.826
2023-01-01 14:00:00,9.30046,22.1,11.203
2023-01-01 15:00:00,13.13386,23.625,12.193
2023-01-01 16:00:00,14.25606,22.7,11.863
2023-01-01 17:00:00,15.28445,20.75,10.259
2023-01-01 18:00:00,17.52854,17.025,9.104
2023-01-01 19:00:00,34.77335,11.1,5.566
2023-01-01 20:00:00,49.26168,10.825,6.109
2023-01-01 21:00:00,47.53219,9.5,5.967
2023-01-01 22:00:00,52.85742,9.025,4.764
2023-01-01 23:00:00,21.22169,11.7,5.778
2023-01-02 01:00:00,15.33695,6.025,3.373
2023-01-02 02:00:00,13.96497,5.175,3.231
2023-01-02 03:00:00,10.56702,6.125,3.373
2023-01-02 04:00:00,11.4553,7.25,3.514
2023-01-02 05:00:00,9.53785,7.75,3.915
2023-01-02 06:00:00,11.17448,7.925,3.538
2023-01-02 07:00:00,15.57036,8.9,3.514
2023-01-02 08:00:00,15.05613,7.525,3.325
2023-01-02 09:00:00,24.78134,8.325,3.844
2023-01-02 10:00:00,47.26011,10.275,4.835
2023-01-02 11:00:00,52.25557,11.45,5.755
2023-01-02 12:00:00,30.89494,8.675,4.505
2023-01-02 13:00:00,30.19413,8.7,4.387
2023-01-02 14:00:00,26.73738,6.025,3.656
2023-01-02 15:00:00,38.51511,7.375,3.396
2023-01-02 16:00:00,50.38839,9.925,3.632
2023-01-02 17:00:00,41.65215,9.225,4.175
2023-01-02 18:00:00,41.28757,7.45,4.458
2023-01-02 19:00:00,42.4578,10.625,6.934
2023-01-02 20:00:00,45.54428,13.825,9.41
2023-01-02 21:00:00,49.37882,19.175,13.396
2023-01-02 22:00:00,54.05368,15.8,11.934
2023-01-02 23:00:00,49.93738,16.925,11.486
2023-01-03 01:00:00,41.72215,11.45,8.561
2023-01-03 02:00:00,22.57646,9.425,6.274
2023-01-03 03:00:00,20.67441,9.3,5.943
2023-01-03 04:00:00,22.12483,10.1,6.368
2023-01-03 05:00:00,20.0665,11.15,6.675
2023-01-03 06:00:00,17.63388,13.85,8.326
2023-01-03 07:00:00,23.57449,13.475,8.113
2023-01-03 08:00:00,25.86649,12.2,6.604
2023-01-03 09:00:00,26.24028,14.95,6.792
2023-01-03 10:00:00,20.39241,16.0,6.91
2023-01-03 11:00:00,17.63238,,
2023-01-03 12:00:00,17.6794,,
2023-01-03 13:00:00,17.49222,9.125,4.929
2023-01-03 14:00:00,17.39871,11.825,5.448
2023-01-03 15:00:00,16.04215,12.5,6.415
2023-01-03 16:00:00,15.62159,9.85,4.693
2023-01-03 17:00:00,14.77966,10.35,5.354
2023-01-03 18:00:00,15.3409,7.675,4.434
2023-01-03 19:00:00,13.18936,6.025,3.396
2023-01-03 20:00:00,12.44071,5.975,3.16
2023-01-03 21:00:00,11.22471,5.55,2.453
2023-01-03 22:00:00,9.16627,4.7,2.099
2023-01-03 23:00:00,7.57598,8.9,4.505
2023-01-04 01:00:00,5.11624,11.075,5.472
2023-01-04 02:00:00,4.30496,9.175,4.316
2023-01-04 03:00:00,4.11785,12.275,6.368
2023-01-04 04:00:00,4.49233,9.05,4.788
2023-01-04 05:00:00,4.77305,5.475,2.901
2023-01-04 06:00:00,6.03649,4.875,2.288
2023-01-04 07:00:00,8.28276,8.075,3.42
2023-01-04 08:00:00,10.85617,8.75,3.443
2023-01-04 09:00:00,15.67607,6.975,3.113
2023-01-04 10:00:00,17.0321,9.9,4.127
2023-01-04 11:00:00,16.47072,11.925,5.495
2023-01-04 12:00:00,16.34548,13.675,6.745
2023-01-04 13:00:00,,14.375,7.476
2023-01-04 14:00:00,20.0249,15.625,8.797
2023-01-04 15:00:00,20.67927,13.025,7.618
2023-01-04 16:00:00,18.52903,15.75,8.726
2023-01-04 17:00:00,23.01986,17.325,9.528
2023-01-04 18:00:00,28.58716,17.025,9.552
2023-01-04 19:00:00,30.03812,18.1,10.943
2023-01-04 20:00:00,21.24399,19.225,12.052
2023-01-04 21:00:00,23.39589,21.375,12.689
2023-01-04 22:00:00,13.8509,19.575,11.368
2023-01-04 23:00:00,16.51796,19.4,10.92
2023-01-05 01:00:00,8.49848,19.175,10.495
2023-01-05 02:00:00,8.74831,18.9,10.778
2023-01-05 03:00:00,10.2639,21.775,11.627
2023-01-05 04:00:00,7.96734,21.475,11.58
2023-01-05 05:00:00,8.85769,22.5,11.793
2023-01-05 06:00:00,11.34167,23.975,12.052
2023-01-05 07:00:00,14.43479,26.8,12.382
2023-01-05 08:00:00,20.90163,25.3,12.123
2023-01-05 09:00:00,28.54069,23.45,11.203
2023-01-05 10:00:00,32.99121,17.55,8.609
2023-01-05 11:00:00,23.61796,11.7,5.684
2023-01-05 12:00:00,21.275,9.875,3.986
2023-01-05 13:00:00,18.83901,8.45,3.915
2023-01-05 14:00:00,20.10425,10.525,4.717
2023-01-05 15:00:00,19.35497,14.425,6.958
2023-01-05 16:00:00,18.69932,14.975,7.264
2023-01-05 17:00:00,20.66774,13.0,6.392
2023-01-05 18:00:00,20.94957,11.35,6.061
2023-01-05 19:00:00,17.85635,10.775,5.637
2023-01-05 20:00:00,17.90306,11.85,5.991
2023-01-05 21:00:00,14.80959,12.725,6.179
2023-01-05 22:00:00,12.1853,10.275,5.495
2023-01-05 23:00:00,12.23217,9.775,4.717
2023-01-06 01:00:00,6.63387,5.375,2.193
2023-01-06 02:00:00,6.57141,5.575,2.146
2023-01-06 03:00:00,6.05509,2.35,0.849
2023-01-06 04:00:00,9.52871,2.65,1.085
2023-01-06 05:00:00,6.80633,3.35,1.439
2023-01-06 06:00:00,10.56154,5.15,1.769
2023-01-06 07:00:00,13.7531,5.6,1.769
2023-01-06 08:00:00,20.41875,5.125,1.792
2023-01-06 09:00:00,25.81624,6.4,2.123
2023-01-06 10:00:00,30.64906,9.575,2.925
2023-01-06 11:00:00,24.45255,11.625,3.632
2023-01-06 12:00:00,18.72679,10.4,4.198
2023-01-06 13:00:00,19.47798,9.9,4.198
2023-01-06 14:00:00,17.69479,10.075,4.575
2023-01-06 15:00:00,20.3238,9.125,4.434
2023-01-06 16:00:00,21.3102,8.6,3.892
2023-01-06 17:00:00,29.47767,9.875,4.033
2023-01-06 18:00:00,35.01669,10.025,4.764
2023-01-06 19:00:00,26.52049,6.475,4.08
2023-01-06 20:00:00,19.4797,7.075,4.316
2023-01-06 21:00:00,12.95502,8.45,5.118
2023-01-06 22:00:00,12.86113,9.375,5.472
2023-01-06 23:00:00,11.03058,8.475,4.976
2023-01-07 01:00:00,8.3994,9.575,5.071
2023-01-07 02:00:00,5.89186,9.125,5.142
2023-01-07 03:00:00,5.82925,9.4,5.118
2023-01-07 04:00:00,4.51301,8.725,4.788
2023-01-07 05:00:00,4.70089,9.6,4.811
2023-01-07 06:00:00,6.15843,9.325,4.528
2023-01-07 07:00:00,5.54725,8.45,4.717
2023-01-07 08:00:00,6.76935,9.85,5.236
2023-01-07 09:00:00,8.60269,10.975,5.637
2023-01-07 10:00:00,11.14131,10.625,5.236
2023-01-07 11:00:00,13.82106,9.75,5.401
2023-01-07 12:00:00,11.98738,13.0,6.722
2023-01-07 13:00:00,13.30354,12.0,6.698
2023-01-07 14:00:00,12.92744,12.075,6.84
2023-01-07 15:00:00,13.77371,10.25,5.896
2023-01-07 16:00:00,11.75227,10.2,5.472
2023-01-07 17:00:00,13.96223,12.8,6.84
2023-01-07 18:00:00,11.79979,12.075,6.604
2023-01-07 19:00:00,9.73113,5.25,2.83
2023-01-07 20:00:00,13.82152,9.15,4.67
2023-01-07 21:00:00,14.52668,16.85,7.995
2023-01-07 22:00:00,13.44529,22.575,10.259
2023-01-07 23:00:00,13.3511,23.525,10.778
2023-01-08 01:00:00,11.92786,21.175,9.363
2023-01-08 02:00:00,8.66332,18.775,8.844
2023-01-08 03:00:00,7.10956,19.875,9.41
2023-01-08 04:00:00,7.81588,12.75,6.179
2023-01-08 05:00:00,6.02663,9.875,4.953
2023-01-08 06:00:00,6.07357,4.65,2.359
2023-01-08 07:00:00,10.02878,3.75,1.91
2023-01-08 08:00:00,9.60483,6.65,3.396
2023-01-08 09:00:00,10.92326,9.7,4.741
2023-01-08 10:00:00,15.49006,13.05,5.802
2023-01-08 11:00:00,12.2409,16.375,7.359
2023-01-08 12:00:00,10.7814,16.325,7.571
2023-01-08 13:00:00,11.67592,10.4,5.354
2023-01-08 14:00:00,13.9365,8.15,4.764
2023-01-08 15:00:00,14.12503,8.125,4.788
2023-01-08 16:00:00,14.97264,5.6,3.255
2023-01-08 17:00:00,17.374,5.975,3.679
2023-01-08 18:00:00,17.13846,4.35,2.712
2023-01-08 19:00:00,15.34932,4.375,2.642
2023-01-08 20:00:00,23.30679,11.1,5.873
2023-01-08 21:00:00,22.3177,16.5,7.712
2023-01-08 22:00:00,23.49506,17.35,8.113
2023-01-08 23:00:00,13.88982,11.975,6.085
2023-01-09 01:00:00,14.27276,6.875,3.726
2023-01-09 02:00:00,19.30191,5.925,3.514
2023-01-09 03:00:00,18.24876,6.1,3.396
2023-01-09 04:00:00,15.1838,4.625,2.642
2023-01-09 05:00:00,12.54349,7.175,3.443
2023-01-09 06:00:00,14.75994,9.15,4.316
2023-01-09 07:00:00,15.51453,11.15,5.094
2023-01-09 08:00:00,25.08708,11.625,5.307
2023-01-09 09:00:00,31.35788,20.15,8.609
2023-01-09 10:00:00,33.2903,14.775,6.344
2023-01-09 11:00:00,40.92511,13.1,5.283
2023-01-09 12:00:00,48.36756,10.275,4.245
2023-01-09 13:00:00,44.50442,7.175,3.656
2023-01-09 14:00:00,37.62047,8.8,5.047
2023-01-09 15:00:00,40.59193,7.1,4.175
2023-01-09 16:00:00,40.21735,8.675,4.481
2023-01-09 17:00:00,50.30782,8.725,4.764
2023-01-09 18:00:00,45.17097,8.525,5.259
2023-01-09 19:00:00,38.66435,7.4,4.363
2023-01-09 20:00:00,38.3347,8.725,5.425
2023-01-09 21:00:00,36.82759,10.975,7.028
2023-01-09 22:00:00,23.53094,13.525,8.16
2023-01-09 23:00:00,22.58789,15.45,8.962
2023-01-10 01:00:00,19.45827,16.1,8.844
2023-01-10 02:00:00,12.15352,15.675,8.632
2023-01-10 03:00:00,12.32672,16.125,8.467
2023-01-10 04:00:00,12.18503,16.525,8.16
2023-01-10 05:00:00,13.31855,15.6,7.759
2023-01-10 06:00:00,19.08064,16.175,7.877
2023-01-10 07:00:00,19.22219,17.15,8.443
2023-01-10 08:00:00,26.35364,14.85,8.396
2023-01-10 09:00:00,34.24043,11.15,6.722
2023-01-10 10:00:00,19.41049,7.8,3.939
2023-01-10 11:00:00,21.34684,3.575,1.816
2023-01-10 12:00:00,22.62185,3.05,1.627
2023-01-10 13:00:00,24.98313,6.25,2.995
2023-01-10 14:00:00,24.51046,13.375,7.925
2023-01-10 15:00:00,17.85176,23.25,13.679
2023-01-10 16:00:00,17.19076,12.125,7.193
2023-01-10 17:00:00,17.09659,18.6,10.542
2023-01-10 18:00:00,13.45993,11.475,7.359
2023-01-10 19:00:00,13.45999,5.625,3.844
2023-01-10 20:00:00,12.70431,4.95,3.609
2023-01-10 21:00:00,11.05129,5.1,3.443
2023-01-10 22:00:00,10.43733,3.8,2.665
2023-01-10 23:00:00,9.77619,3.8,2.429
2023-01-11 01:00:00,8.19882,8.45,3.939
2023-01-11 02:00:00,8.19885,10.575,5.071
2023-01-11 03:00:00,6.43293,11.375,5.59
2023-01-11 04:00:00,7.94662,12.55,6.109
2023-01-11 05:00:00,8.04123,14.975,6.91
2023-01-11 06:00:00,7.14239,15.625,7.193
2023-01-11 07:00:00,9.27094,16.7,7.476
2023-01-11 08:00:00,15.42017,15.575,7.618
2023-01-11 09:00:00,22.46774,17.025,7.665
2023-01-11 10:00:00,20.19693,18.525,7.759
2023-01-11 11:00:00,17.97311,13.975,6.863
2023-01-11 12:00:00,15.0405,9.75,5.0
2023-01-11 13:00:00,13.10142,9.375,4.788
2023-01-11 14:00:00,12.96017,10.75,5.613
2023-01-11 15:00:00,13.62247,5.925,3.066
2023-01-11 16:00:00,18.73117,9.65,5.59
2023-01-11 17:00:00,26.10905,7.375,4.387
2023-01-11 18:00:00,20.05578,7.05,3.892
2023-01-11 19:00:00,15.98785,8.05,5.071
2023-01-11 20:00:00,15.79857,11.475,7.028
2023-01-11 21:00:00,14.00118,12.275,7.736
2023-01-11 22:00:00,10.64269,14.6,9.057
2023-01-11 23:00:00,9.22367,11.575,7.359
2023-01-12 01:00:00,6.63224,11.725,7.382
2023-01-12 02:00:00,4.16884,8.15,5.118
2023-01-12 03:00:00,3.3635,6.05,3.679
2023-01-12 04:00:00,2.55811,4.225,2.571
2023-01-12 05:00:00,3.174,2.65,1.675
2023-01-12 06:00:00,3.78984,2.125,1.274
2023-01-12 07:00:00,5.59007,2.6,1.415
2023-01-12 08:00:00,9.42724,3.375,1.863
2023-01-12 09:00:00,12.83816,5.425,2.759
2023-01-12 10:00:00,15.30152,5.875,3.16
2023-01-12 11:00:00,13.54864,6.925,2.759
2023-01-12 12:00:00,13.54839,5.475,2.83
2023-01-12 13:00:00,14.92228,8.15,3.632
2023-01-12 14:00:00,14.44863,6.25,3.561
2023-01-12 15:00:00,14.02229,5.75,3.561
2023-01-12 16:00:00,19.32821,6.25,3.467
2023-01-12 17:00:00,17.81256,7.925,3.986
2023-01-12 18:00:00,26.81206,13.475,7.524
2023-01-12 19:00:00,24.53873,19.775,12.028
2023-01-12 20:00:00,16.58054,19.75,12.193
2023-01-12 21:00:00,12.26966,14.975,9.552
2023-01-12 22:00:00,11.18014,17.85,11.061
2023-01-12 23:00:00,9.14297,14.875,8.986
2023-01-13 01:00:00,5.06089,9.075,5.472
2023-01-13 02:00:00,3.7956,8.25,4.693
2023-01-13 03:00:00,3.7482,10.15,5.731
2023-01-13 04:00:00,3.79564,10.0,5.778
2023-01-13 05:00:00,4.17518,10.425,6.132
2023-01-13 06:00:00,4.79196,9.15,5.637
2023-01-13 07:00:00,9.82103,9.225,5.448
2023-01-13 08:00:00,17.93397,10.675,6.132
2023-01-13 09:00:00,24.76633,10.075,5.613
2023-01-13 10:00:00,27.84945,10.75,5.425
2023-01-13 11:00:00,25.66649,9.425,4.929
2023-01-13 12:00:00,25.90329,9.525,4.859
2023-01-13 13:00:00,25.57114,9.85,5.047
2023-01-13 14:00:00,30.88424,7.7,4.316
2023-01-13 15:00:00,42.03248,9.875,5.047
2023-01-13 16:00:00,38.19095,9.3,4.976
2023-01-13 17:00:00,29.41522,9.325,5.307
2023-01-13 18:00:00,34.68174,10.8,6.392
2023-01-13 19:00:00,29.55911,12.55,7.547
2023-01-13 20:00:00,22.63201,13.225,8.609
2023-01-13 21:00:00,22.58454,14.925,9.458
2023-01-13 22:00:00,22.34727,16.5,10.896
2023-01-13 23:00:00,23.7232,15.875,10.118
2023-01-14 01:00:00,15.96633,16.0,8.632
2023-01-14 02:00:00,13.62208,16.85,8.868
2023-01-14 03:00:00,11.68966,14.4,8.09
2023-01-14 04:00:00,8.69595,5.625,3.939
2023-01-14 05:00:00,6.89022,2.3,1.557
2023-01-14 06:00:00,6.31998,1.9,1.132
2023-01-14 07:00:00,5.84478,2.6,1.651
2023-01-14 08:00:00,6.65257,3.775,2.476
2023-01-14 09:00:00,8.88596,3.375,2.005
2023-01-14 10:00:00,9.5512,3.375,1.604
2023-01-14 11:00:00,11.16679,2.975,1.462
2023-01-14 12:00:00,12.11715,3.25,1.415
2023-01-14 13:00:00,23.996,2.675,1.344
2023-01-14 14:00:00,34.44981,4.35,2.476
2023-01-14 15:00:00,21.66762,4.9,2.689
2023-01-14 16:00:00,30.60066,2.775,1.745
2023-01-14 17:00:00,42.52675,3.25,1.934
2023-01-14 18:00:00,33.9746,5.875,3.443
2023-01-14 19:00:00,30.07853,7.925,4.505
2023-01-14 20:00:00,31.50367,7.9,4.599
2023-01-14 21:00:00,27.13275,8.4,5.259
2023-01-14 22:00:00,27.36982,6.625,4.34
2023-01-14 23:00:00,15.91852,6.875,3.986
2023-01-15 01:00:00,11.0411,3.725,2.052
2023-01-15 02:00:00,7.29732,3.8,2.075
2023-01-15 03:00:00,6.23445,4.2,2.335
2023-01-15 04:00:00,5.71092,4.575,2.429
2023-01-15 05:00:00,4.47356,4.05,2.241
2023-01-15 06:00:00,4.56875,3.875,1.981
2023-01-15 07:00:00,5.66335,2.875,1.58
2023-01-15 08:00:00,7.56698,2.925,1.675
2023-01-15 09:00:00,8.18568,4.05,2.288
2023-01-15 10:00:00,9.13745,5.075,2.759
2023-01-15 11:00:00,8.85186,5.9,3.113
2023-01-15 12:00:00,12.18323,6.075,3.396
2023-01-15 13:00:00,15.03854,5.85,3.396
2023-01-15 14:00:00,16.56151,6.075,3.609
2023-01-15 15:00:00,15.705,6.675,3.726
2023-01-15 16:00:00,15.27676,6.8,3.939
2023-01-15 17:00:00,18.79857,6.125,3.679
2023-01-15 18:00:00,21.79688,6.1,4.151
2023-01-15 19:00:00,21.51134,7.95,5.33
2023-01-15 20:00:00,19.32213,8.35,5.377
2023-01-15 21:00:00,23.08182,11.725,7.83
2023-01-15 22:00:00,26.69877,12.8,7.877
2023-01-15 23:00:00,37.02606,13.975,7.925
2023-01-16 01:00:00,27.77208,12.35,6.863
2023-01-16 02:00:00,37.81322,13.425,8.113
2023-01-16 03:00:00,26.45339,10.5,6.745
2023-01-16 04:00:00,21.35335,5.925,4.009
2023-01-16 05:00:00,14.72808,2.475,1.745
2023-01-16 06:00:00,16.34864,3.975,2.807
2023-01-16 07:00:00,19.0178,3.85,2.712
2023-01-16 08:00:00,33.98415,9.825,5.943
2023-01-16 09:00:00,34.74673,14.525,8.467
2023-01-16 10:00:00,32.02984,11.55,8.208
2023-01-16 11:00:00,37.22516,11.8,8.703
2023-01-16 12:00:00,37.36812,13.975,9.929
2023-01-16 13:00:00,36.6055,19.6,11.486
2023-01-16 14:00:00,38.55957,12.475,8.137
2023-01-16 15:00:00,36.31949,10.825,7.453
2023-01-16 16:00:00,32.93548,6.05,4.434
2023-01-16 17:00:00,39.27457,4.65,2.571
2023-01-16 18:00:00,41.89627,7.025,4.882
2023-01-16 19:00:00,46.47204,6.2,4.387
2023-01-16 20:00:00,50.42813,7.425,4.458
2023-01-16 21:00:00,47.37766,6.15,4.009
2023-01-16 22:00:00,56.10007,5.65,4.41
2023-01-16 23:00:00,48.85533,6.8,5.024
2023-01-17 01:00:00,60.46646,8.5,6.439
2023-01-17 02:00:00,54.92873,10.1,6.627
2023-01-17 03:00:00,65.11329,9.55,6.203
2023-01-17 04:00:00,57.95246,10.15,6.392
2023-01-17 05:00:00,70.22274,14.5,8.679
2023-01-17 06:00:00,60.6262,9.15,5.873
2023-01-17 07:00:00,47.8795,7.25,4.528
2023-01-17 08:00:00,55.04073,11.025,6.344
2023-01-17 09:00:00,62.20209,12.85,7.406
2023-01-17 10:00:00,58.3842,15.375,8.986
2023-01-17 11:00:00,62.91931,16.7,8.42
2023-01-17 12:00:00,66.35786,17.4,9.175
2023-01-17 13:00:00,67.59858,15.05,8.986
2023-01-17 14:00:00,67.93212,13.55,8.42
2023-01-17 15:00:00,78.62819,20.175,13.585
2023-01-17 16:00:00,73.75765,21.825,15.189
2023-01-17 17:00:00,88.55741,22.725,16.887
2023-01-17 18:00:00,79.2992,29.5,20.094
2023-01-17 19:00:00,71.99243,23.15,16.745
2023-01-17 20:00:00,90.99299,21.975,16.462
2023-01-17 21:00:00,80.01176,24.2,18.939
2023-01-17 22:00:00,72.42133,27.275,22.382
2023-01-17 23:00:00,73.66245,24.65,19.835
2023-01-18 01:00:00,63.24194,23.025,17.783
2023-01-18 02:00:00,47.17195,17.75,14.009
2023-01-18 03:00:00,43.07618,15.725,12.547
2023-01-18 04:00:00,33.37056,14.1,11.25
2023-01-18 05:00:00,31.60172,11.9,9.788
2023-01-18 06:00:00,31.1235,11.025,8.939
2023-01-18 07:00:00,30.64547,11.175,8.609
2023-01-18 08:00:00,36.52616,10.925,8.113
2023-01-18 09:00:00,49.00567,13.25,8.113
2023-01-18 10:00:00,51.82916,19.175,10.024
2023-01-18 11:00:00,51.49584,17.1,9.764
2023-01-18 12:00:00,49.20103,12.225,7.642
2023-01-18 13:00:00,55.80013,11.975,8.042
2023-01-18 14:00:00,47.23983,9.825,4.788
2023-01-18 15:00:00,39.92316,10.575,4.741
2023-01-18 16:00:00,47.28724,10.975,5.425
2023-01-18 17:00:00,47.86027,10.625,5.283
2023-01-18 18:00:00,70.57075,10.45,6.675
2023-01-18 19:00:00,66.4083,12.3,8.797
2023-01-18 20:00:00,75.59033,14.025,10.212
2023-01-18 21:00:00,68.8949,13.825,10.519
2023-01-18 22:00:00,65.54791,14.15,10.024
2023-01-18 23:00:00,58.47122,12.375,8.538
2023-01-19 01:00:00,47.37063,16.75,8.349
2023-01-19 02:00:00,43.34908,13.0,7.146
2023-01-19 03:00:00,55.59416,8.35,5.873
2023-01-19 04:00:00,41.60915,8.425,6.061
2023-01-19 05:00:00,39.55044,7.875,6.061
2023-01-19 06:00:00,36.24638,10.675,6.392
2023-01-19 07:00:00,39.07128,10.725,6.604
2023-01-19 08:00:00,47.8345,14.625,7.901
2023-01-19 09:00:00,51.3322,15.7,8.184
2023-01-19 10:00:00,53.20359,19.65,8.585
2023-01-19 11:00:00,46.21182,17.35,8.066
2023-01-19 12:00:00,54.54711,18.675,9.976
2023-01-19 13:00:00,64.94029,16.575,10.448
2023-01-19 14:00:00,57.23004,16.725,8.632
2023-01-19 15:00:00,48.51178,15.9,7.052
2023-01-19 16:00:00,53.44375,13.925,5.59
2023-01-19 17:00:00,54.5898,12.15,6.109
2023-01-19 18:00:00,59.0906,11.175,7.618
2023-01-19 19:00:00,62.72989,12.025,8.538
2023-01-19 20:00:00,86.53328,13.05,9.953
2023-01-19 21:00:00,87.44362,13.7,10.236
2023-01-19 22:00:00,74.31822,13.725,10.212
2023-01-19 23:00:00,75.08449,13.4,10.0
2023-01-20 01:00:00,53.90266,15.65,8.868
2023-01-20 02:00:00,34.9104,11.65,7.618
2023-01-20 03:00:00,33.7594,10.875,6.792
2023-01-20 04:00:00,27.33357,8.0,5.024
2023-01-20 05:00:00,25.12755,7.9,4.458
2023-01-20 06:00:00,37.30799,7.425,4.269
2023-01-20 07:00:00,53.56754,10.35,4.929
2023-01-20 08:00:00,65.07976,8.875,4.717
2023-01-20 09:00:00,63.21048,11.45,5.495
2023-01-20 10:00:00,66.85981,11.625,6.25
2023-01-20 11:00:00,52.95098,11.9,6.289
2023-01-20 12:00:00,43.98338,,
2023-01-20 13:00:00,39.04302,,
2023-01-20 14:00:00,46.86411,27.025,9.434
2023-01-20 15:00:00,49.59799,27.45,9.009
2023-01-20 16:00:00,55.73543,25.825,8.443
2023-01-20 17:00:00,54.72505,23.475,8.797
2023-01-20 18:00:00,57.02894,16.875,7.642
2023-01-20 19:00:00,53.42868,14.25,7.076
2023-01-20 20:00:00,48.19862,12.725,7.17
2023-01-20 21:00:00,49.82904,11.975,7.264
2023-01-20 22:00:00,45.46342,11.6,7.264
2023-01-20 23:00:00,50.59578,12.25,8.349
2023-01-21 01:00:00,34.00515,12.475,8.656
2023-01-21 02:00:00,33.6211,11.6,8.892
2023-01-21 03:00:00,36.88669,12.675,9.316
2023-01-21 04:00:00,38.42543,13.0,9.788
2023-01-21 05:00:00,34.05348,12.4,9.953
2023-01-21 06:00:00,31.07491,12.725,10.189
2023-01-21 07:00:00,38.9052,13.6,10.991
2023-01-21 08:00:00,39.76904,14.575,11.793
2023-01-21 09:00:00,45.97288,17.15,12.995
2023-01-21 10:00:00,46.54967,19.025,14.741
2023-01-21 11:00:00,43.86001,20.275,15.354
2023-01-21 12:00:00,41.64851,22.175,15.731
2023-01-21 13:00:00,39.48608,23.375,14.764
2023-01-21 14:00:00,32.85516,26.475,14.198
2023-01-21 15:00:00,36.40842,25.55,13.302
2023-01-21 16:00:00,36.40617,24.075,11.415
2023-01-21 17:00:00,50.19112,22.425,10.92
2023-01-21 18:00:00,53.5985,21.8,12.429
2023-01-21 19:00:00,62.05242,21.325,14.576
2023-01-21 20:00:00,73.15503,25.975,20.236
2023-01-21 21:00:00,83.13026,53.775,45.849
2023-01-21 22:00:00,88.29148,79.825,68.963
2023-01-21 23:00:00,73.22654,46.45,41.109
2023-01-22 01:00:00,63.98209,39.075,34.245
2023-01-22 02:00:00,58.26719,32.3,28.373
2023-01-22 03:00:00,56.25837,30.85,27.194
2023-01-22 04:00:00,53.80165,29.65,26.25
2023-01-22 05:00:00,51.63269,29.1,25.896
2023-01-22 06:00:00,50.57126,27.925,25.071
2023-01-22 07:00:00,52.3648,27.15,24.198
2023-01-22 08:00:00,55.84816,28.925,25.849
2023-01-22 09:00:00,64.10741,31.975,27.972
2023-01-22 10:00:00,79.92923,40.075,34.505
2023-01-22 11:00:00,90.35979,37.95,31.863
2023-01-22 12:00:00,82.16937,28.525,23.467
2023-01-22 13:00:00,41.51641,16.95,12.594
2023-01-22 14:00:00,31.89321,16.8,9.788
2023-01-22 15:00:00,32.37471,18.25,9.717
2023-01-22 16:00:00,39.78105,20.8,10.637
2023-01-22 17:00:00,59.27145,27.225,20.094
2023-01-22 18:00:00,71.73772,24.425,20.731
2023-01-22 19:00:00,66.04323,19.45,14.576
2023-01-22 20:00:00,73.70128,22.775,17.547
2023-01-22 21:00:00,79.7315,32.4,27.712
2023-01-22 22:00:00,78.61955,32.95,27.783
2023-01-22 23:00:00,80.75262,31.75,27.83
2023-01-23 01:00:00,75.72143,31.4,28.208
2023-01-23 02:00:00,73.53255,27.425,24.458
2023-01-23 03:00:00,69.52375,25.775,23.137
2023-01-23 04:00:00,67.34251,24.4,21.392
2023-01-23 05:00:00,63.54266,22.85,20.448
2023-01-23 06:00:00,58.83028,14.0,12.476
2023-01-23 07:00:00,58.73394,14.6,12.665
2023-01-23 08:00:00,66.53454,18.0,15.283
2023-01-23 09:00:00,86.68947,40.175,32.618
2023-01-23 10:00:00,113.43296,51.025,36.274
2023-01-23 11:00:00,109.10746,39.25,28.609
2023-01-23 12:00:00,85.79951,24.9,15.731
2023-01-23 13:00:00,62.02368,24.675,12.406
2023-01-23 14:00:00,57.19985,29.85,12.571
2023-01-23 15:00:00,49.53132,20.875,10.212
2023-01-23 16:00:00,55.60122,29.075,13.538
2023-01-23 17:00:00,45.19059,23.075,10.943
2023-01-23 18:00:00,50.87243,20.75,11.486
2023-01-23 19:00:00,61.81968,25.65,14.434
2023-01-23 20:00:00,66.88,25.2,17.264
2023-01-23 21:00:00,64.65843,26.45,18.962
2023-01-23 22:00:00,61.04457,24.8,18.16
2023-01-23 23:00:00,56.36628,22.425,17.854
2023-01-24 01:00:00,53.65642,19.65,15.896
2023-01-24 02:00:00,35.12215,40.35,35.755
2023-01-24 03:00:00,27.45087,16.025,13.915
2023-01-24 04:00:00,30.68341,14.95,12.995
2023-01-24 05:00:00,35.12294,16.625,14.057
2023-01-24 06:00:00,36.33088,17.05,14.623
2023-01-24 07:00:00,40.86925,18.325,15.0
2023-01-24 08:00:00,35.22213,15.425,12.877
2023-01-24 09:00:00,31.65407,14.65,10.377
2023-01-24 10:00:00,32.95807,16.65,10.354
