datetime,no2,pm10,pm25
2023-06-24 14:00:00,15.205,7.425,3.443
2023-06-24 15:00:00,20.1608,7.9,3.679
2023-06-24 16:00:00,10.85291,7.45,3.797
2023-06-24 17:00:00,13.79868,9.4,5.377
2023-06-24 18:00:00,12.91846,12.55,7.453
2023-06-24 19:00:00,19.381,13.025,7.689
2023-06-24 20:00:00,14.31258,17.6,10.991
2023-06-24 21:00:00,16.17291,9.05,5.472
2023-06-24 22:00:00,21.34069,6.225,4.222
2023-06-24 23:00:00,18.96341,5.925,3.632
2023-06-25 01:00:00,19.63981,4.425,3.443
2023-06-25 02:00:00,15.43687,4.05,3.16
2023-06-25 03:00:00,12.61143,3.525,2.594
2023-06-25 04:00:00,11.78452,3.7,2.311
2023-06-25 05:00:00,12.14671,3.875,2.288
2023-06-25 06:00:00,14.8346,5.825,3.278
2023-06-25 07:00:00,19.12573,7.6,4.41
2023-06-25 08:00:00,20.26343,10.125,5.307
2023-06-25 09:00:00,13.85428,13.575,5.943
2023-06-25 10:00:00,13.18255,13.525,5.991
2023-06-25 11:00:00,11.26866,19.6,7.335
2023-06-25 12:00:00,9.09773,17.9,7.877
2023-06-25 13:00:00,11.06179,19.05,7.5
2023-06-25 14:00:00,10.3381,17.2,7.028
2023-06-25 15:00:00,9.51105,19.875,7.759
2023-06-25 16:00:00,8.37376,20.075,7.241
2023-06-25 17:00:00,7.03003,20.125,7.877
2023-06-25 18:00:00,6.71952,22.5,9.528
2023-06-25 19:00:00,8.2704,18.775,8.113
2023-06-25 20:00:00,8.11508,18.4,8.066
2023-06-25 21:00:00,9.35559,17.025,4.859
2023-06-25 22:00:00,9.20109,9.475,2.901
2023-06-25 23:00:00,8.21775,9.525,3.042
2023-06-26 01:00:00,7.44555,7.825,3.538
2023-06-26 02:00:00,7.92805,7.975,3.915
2023-06-26 03:00:00,7.91077,9.45,4.481
2023-06-26 04:00:00,8.94426,8.95,4.505
2023-06-26 05:00:00,7.7554,10.15,4.717
2023-06-26 06:00:00,10.08271,12.6,5.307
2023-06-26 07:00:00,11.99916,12.775,5.377
2023-06-26 08:00:00,14.53879,37.4,7.83
2023-06-26 09:00:00,17.1307,14.375,4.693
2023-06-26 10:00:00,22.04878,12.4,3.868
2023-06-26 11:00:00,10.55309,11.55,3.609
2023-06-26 12:00:00,11.43405,13.65,3.844
2023-06-26 13:00:00,11.48461,13.575,3.797
2023-06-26 14:00:00,10.08612,14.95,4.222
2023-06-26 15:00:00,18.51768,15.1,4.811
2023-06-26 16:00:00,11.89605,14.8,4.646
2023-06-26 17:00:00,12.82359,13.825,4.552
2023-06-26 18:00:00,13.29084,13.0,4.269
2023-06-26 19:00:00,8.99653,10.85,4.08
2023-06-26 20:00:00,12.97811,11.0,4.292
2023-06-26 21:00:00,14.6838,13.3,5.0
2023-06-26 22:00:00,13.80397,11.325,4.34
2023-06-26 23:00:00,15.2026,10.8,4.505
2023-06-27 01:00:00,12.13553,8.45,4.151
2023-06-27 02:00:00,10.61832,9.5,4.387
2023-06-27 03:00:00,10.54967,8.425,4.198
2023-06-27 04:00:00,12.10052,9.05,4.434
2023-06-27 05:00:00,15.25643,11.275,4.882
2023-06-27 06:00:00,16.34263,10.85,5.212
2023-06-27 07:00:00,17.94739,11.275,5.495
2023-06-27 08:00:00,20.07321,15.8,6.321
2023-06-27 09:00:00,13.76184,16.375,6.439
2023-06-27 10:00:00,13.50329,14.0,6.038
2023-06-27 11:00:00,13.03687,14.15,5.66
2023-06-27 12:00:00,15.05502,13.625,5.755
2023-06-27 13:00:00,9.46655,13.7,5.236
2023-06-27 14:00:00,11.48455,15.75,5.165
2023-06-27 15:00:00,9.10414,14.5,5.283
2023-06-27 16:00:00,8.74115,13.475,5.401
2023-06-27 17:00:00,9.93121,13.35,5.825
2023-06-27 18:00:00,8.84413,14.225,6.792
2023-06-27 19:00:00,9.1538,14.6,7.83
2023-06-27 20:00:00,12.51449,15.875,8.514
2023-06-27 21:00:00,9.98101,14.475,8.373
2023-06-27 22:00:00,11.22145,12.75,7.783
2023-06-27 23:00:00,10.4461,13.1,7.618
2023-06-28 01:00:00,9.72502,12.925,8.467
2023-06-28 02:00:00,7.17313,13.675,8.962
2023-06-28 03:00:00,7.13814,13.9,9.269
2023-06-28 04:00:00,6.36275,14.275,10.236
2023-06-28 05:00:00,6.87998,14.65,10.731
2023-06-28 06:00:00,8.94922,14.425,10.826
2023-06-28 07:00:00,13.19358,14.2,9.859
2023-06-28 08:00:00,14.59011,18.1,11.132
2023-06-28 09:00:00,15.03975,17.4,10.566
2023-06-28 10:00:00,,16.25,9.009
2023-06-28 11:00:00,14.95611,13.6,7.571
2023-06-28 12:00:00,18.11412,13.775,7.854
2023-06-28 13:00:00,19.56708,21.0,9.623
2023-06-28 14:00:00,18.4225,16.025,9.387
2023-06-28 15:00:00,14.29068,17.775,11.274
2023-06-28 16:00:00,15.01511,20.3,13.609
2023-06-28 17:00:00,11.38129,21.75,14.528
2023-06-28 18:00:00,11.69269,21.3,14.269
2023-06-28 19:00:00,12.72519,20.5,14.057
2023-06-28 20:00:00,12.25998,20.225,14.08
2023-06-28 21:00:00,12.67316,18.6,12.783
2023-06-28 22:00:00,17.22513,13.525,9.505
2023-06-28 23:00:00,19.19017,12.05,9.033
2023-06-29 01:00:00,10.40911,12.65,9.693
2023-06-29 02:00:00,9.85843,12.375,9.528
2023-06-29 03:00:00,9.92785,11.975,9.057
2023-06-29 04:00:00,7.7052,2.9,1.84
2023-06-29 05:00:00,10.50052,2.2,0.825
2023-06-29 06:00:00,15.67375,1.65,0.802
2023-06-29 07:00:00,20.43515,4.075,2.123
2023-06-29 08:00:00,28.77532,7.35,3.373
2023-06-29 09:00:00,33.3417,6.425,2.712
2023-06-29 10:00:00,31.3366,6.175,2.877
2023-06-29 11:00:00,31.27076,8.35,3.939
2023-06-29 12:00:00,23.65321,9.875,3.962
2023-06-29 13:00:00,21.47459,10.25,3.868
2023-06-29 14:00:00,20.22967,8.15,3.09
2023-06-29 15:00:00,20.43559,7.775,2.972
2023-06-29 16:00:00,24.15739,7.525,3.184
2023-06-29 17:00:00,23.06993,8.0,3.656
2023-06-29 18:00:00,27.15142,9.725,3.915
2023-06-29 19:00:00,25.44371,7.85,3.75
2023-06-29 20:00:00,13.0297,7.375,3.797
2023-06-29 21:00:00,24.24828,9.075,5.259
2023-06-29 22:00:00,28.74631,8.9,5.66
2023-06-29 23:00:00,23.93763,8.325,5.142
2023-06-30 01:00:00,27.70421,9.375,4.788
2023-06-30 02:00:00,25.15084,6.925,3.726
2023-06-30 03:00:00,13.95374,6.5,4.057
2023-06-30 04:00:00,20.15489,8.9,4.245
2023-06-30 05:00:00,19.53735,6.85,3.325
2023-06-30 06:00:00,15.19583,7.2,3.42
2023-06-30 07:00:00,22.43823,7.975,3.679
2023-06-30 08:00:00,22.23139,8.35,3.679
2023-06-30 09:00:00,14.73618,9.65,3.703
2023-06-30 10:00:00,10.44462,10.85,4.245
2023-06-30 11:00:00,9.61851,11.35,4.67
2023-06-30 12:00:00,11.21905,14.325,6.25
2023-06-30 13:00:00,10.85588,14.95,6.203
2023-06-30 14:00:00,11.73495,10.2,5.425
2023-06-30 15:00:00,11.32054,11.025,5.448
2023-06-30 16:00:00,11.11412,7.55,4.458
2023-06-30 17:00:00,11.00962,7.875,4.717
2023-06-30 18:00:00,11.47485,7.55,5.259
2023-06-30 19:00:00,13.64726,8.55,5.991
2023-06-30 20:00:00,13.33434,8.55,6.061
2023-06-30 21:00:00,11.16365,7.1,5.259
2023-06-30 22:00:00,10.23319,5.525,4.08
2023-06-30 23:00:00,10.18151,3.775,2.759
2023-07-01 01:00:00,7.23286,3.175,1.958
2023-07-01 02:00:00,6.26904,3.3,1.722
2023-07-01 03:00:00,5.83759,2.575,1.297
2023-07-01 04:00:00,5.52767,3.125,1.816
2023-07-01 05:00:00,6.66458,3.825,2.146
2023-07-01 06:00:00,7.9566,4.85,2.712
2023-07-01 07:00:00,8.73347,4.55,1.863
2023-07-01 08:00:00,11.95787,7.425,3.09
2023-07-01 09:00:00,15.36973,6.2,2.359
2023-07-01 10:00:00,16.88085,6.425,1.863
2023-07-01 11:00:00,11.067,6.55,2.052
2023-07-01 12:00:00,8.94397,6.325,2.335
2023-07-01 13:00:00,8.99493,6.95,2.594
2023-07-01 14:00:00,11.63393,8.4,3.208
2023-07-01 15:00:00,10.28749,7.75,3.679
2023-07-01 16:00:00,10.23473,9.025,4.363
2023-07-01 17:00:00,15.09133,10.65,5.825
2023-07-01 18:00:00,14.20949,12.125,6.863
2023-07-01 19:00:00,19.22674,12.725,7.288
2023-07-01 20:00:00,23.20677,20.925,11.509
2023-07-01 21:00:00,19.6376,24.05,14.976
2023-07-01 22:00:00,18.91377,21.45,15.118
2023-07-01 23:00:00,15.23935,23.125,15.708
2023-07-02 01:00:00,22.44377,28.325,19.293
2023-07-02 02:00:00,14.52624,25.225,17.642
2023-07-02 03:00:00,12.2888,23.775,17.123
2023-07-02 04:00:00,12.85685,23.45,15.849
2023-07-02 05:00:00,10.94712,22.25,15.236
2023-07-02 06:00:00,12.0839,21.7,14.175
2023-07-02 07:00:00,8.26335,18.45,11.392
2023-07-02 08:00:00,13.59541,15.525,10.047
2023-07-02 09:00:00,10.80192,14.35,8.491
2023-07-02 10:00:00,5.9918,13.15,7.335
2023-07-02 11:00:00,15.39934,13.15,7.429
2023-07-02 12:00:00,10.02022,12.9,6.958
2023-07-02 13:00:00,8.47161,12.925,6.179
2023-07-02 14:00:00,6.19832,13.2,6.675
2023-07-02 15:00:00,8.88424,16.05,7.783
2023-07-02 16:00:00,9.4004,17.0,7.123
2023-07-02 17:00:00,7.54067,17.225,6.981
2023-07-02 18:00:00,7.48918,15.05,6.698
2023-07-02 19:00:00,8.77937,15.675,6.557
2023-07-02 20:00:00,8.05548,13.075,5.896
2023-07-02 21:00:00,10.32703,13.45,6.745
2023-07-02 22:00:00,13.32125,13.925,6.769
2023-07-02 23:00:00,19.00112,13.975,6.816
2023-07-03 01:00:00,10.25333,15.275,7.429
2023-07-03 02:00:00,7.50121,16.8,7.972
2023-07-03 03:00:00,6.50346,15.775,7.736
2023-07-03 04:00:00,7.43236,14.575,7.311
2023-07-03 05:00:00,8.00002,14.225,7.099
2023-07-03 06:00:00,9.54923,13.025,6.627
2023-07-03 07:00:00,12.28732,12.1,5.401
2023-07-03 08:00:00,11.51598,10.825,4.292
2023-07-03 09:00:00,12.13785,11.925,3.986
2023-07-03 10:00:00,10.99927,11.25,4.434
2023-07-03 11:00:00,10.06881,13.2,5.071
2023-07-03 12:00:00,9.6071,15.525,5.66
2023-07-03 13:00:00,7.74656,16.875,6.132
2023-07-03 14:00:00,9.13834,16.175,5.802
2023-07-03 15:00:00,10.06711,11.975,4.693
2023-07-03 16:00:00,7.59109,13.25,4.717
2023-07-03 17:00:00,8.57042,14.7,5.212
2023-07-03 18:00:00,9.80869,18.5,5.307
2023-07-03 19:00:00,10.58239,11.075,3.797
2023-07-03 20:00:00,11.71692,9.375,4.127
2023-07-03 21:00:00,11.6128,9.625,4.481
2023-07-03 22:00:00,11.2513,10.8,4.528
2023-07-03 23:00:00,17.13498,10.925,4.953
2023-07-04 01:00:00,6.25944,10.25,4.528
2023-07-04 02:00:00,4.60916,9.65,4.434
2023-07-04 03:00:00,4.4368,10.4,4.528
2023-07-04 04:00:00,4.798,10.925,4.717
2023-07-04 05:00:00,4.54034,11.25,5.024
2023-07-04 06:00:00,6.29438,16.6,5.66
2023-07-04 07:00:00,10.062,11.225,5.047
2023-07-04 08:00:00,12.89976,14.025,4.741
2023-07-04 09:00:00,14.2926,10.225,4.009
2023-07-04 10:00:00,16.56561,10.65,4.41
2023-07-04 11:00:00,15.38062,9.175,4.575
2023-07-04 12:00:00,12.43969,12.1,6.462
2023-07-04 13:00:00,12.53932,14.8,8.443
2023-07-04 14:00:00,14.3438,14.775,8.844
2023-07-04 15:00:00,17.69839,14.275,9.245
2023-07-04 16:00:00,21.62101,14.25,9.127
2023-07-04 17:00:00,21.41304,16.275,11.816
2023-07-04 18:00:00,28.17507,13.975,9.599
2023-07-04 19:00:00,23.88582,8.575,6.816
2023-07-04 20:00:00,38.48639,10.275,8.208
2023-07-04 21:00:00,32.65637,5.65,4.552
2023-07-04 22:00:00,24.35447,4.95,3.443
2023-07-04 23:00:00,20.17028,4.825,3.349
2023-07-05 01:00:00,12.71933,5.35,3.538
2023-07-05 02:00:00,11.96266,7.025,4.458
2023-07-05 03:00:00,11.03494,7.825,4.882
2023-07-05 04:00:00,10.93158,7.675,3.915
2023-07-05 05:00:00,12.32462,7.425,3.491
2023-07-05 06:00:00,14.85574,8.325,4.434
2023-07-05 07:00:00,18.94496,8.625,5.142
2023-07-05 08:00:00,16.41079,9.7,5.307
2023-07-05 09:00:00,20.44051,12.25,6.085
2023-07-05 10:00:00,19.868,9.475,4.387
2023-07-05 11:00:00,15.99405,7.675,3.703
2023-07-05 12:00:00,14.39281,7.55,3.585
2023-07-05 13:00:00,18.83366,8.05,2.925
2023-07-05 14:00:00,14.9084,8.35,3.137
2023-07-05 15:00:00,13.51315,8.475,2.807
2023-07-05 16:00:00,17.48826,8.125,2.948
2023-07-05 17:00:00,13.20368,7.65,3.042
2023-07-05 18:00:00,15.00651,6.975,2.995
2023-07-05 19:00:00,14.44071,6.875,2.901
2023-07-05 20:00:00,17.22498,7.3,2.901
2023-07-05 21:00:00,17.06872,6.225,3.066
2023-07-05 22:00:00,22.11972,7.15,3.656
2023-07-05 23:00:00,23.97557,5.875,2.948
2023-07-06 01:00:00,14.01806,6.6,3.278
2023-07-06 02:00:00,10.10174,6.475,3.113
2023-07-06 03:00:00,12.00817,6.475,3.09
2023-07-06 04:00:00,9.79206,6.15,3.09
2023-07-06 05:00:00,10.25646,7.175,3.302
2023-07-06 06:00:00,9.53592,7.275,3.42
2023-07-06 07:00:00,10.77511,7.875,3.703
2023-07-06 08:00:00,12.37528,10.2,4.009
2023-07-06 09:00:00,12.42728,11.225,4.175
2023-07-06 10:00:00,12.93956,9.525,3.821
2023-07-06 11:00:00,10.98054,8.7,3.656
2023-07-06 12:00:00,8.40416,9.225,4.104
2023-07-06 13:00:00,9.43627,10.3,4.906
2023-07-06 14:00:00,8.40463,11.125,5.354
2023-07-06 15:00:00,10.98184,10.7,5.047
2023-07-06 16:00:00,10.3613,8.925,4.811
2023-07-06 17:00:00,10.56732,10.35,4.953
2023-07-06 18:00:00,9.07258,10.15,4.646
2023-07-06 19:00:00,11.54601,8.55,4.882
2023-07-06 20:00:00,12.31808,9.025,5.354
2023-07-06 21:00:00,15.87374,10.35,6.085
2023-07-06 22:00:00,20.92425,7.725,4.859
2023-07-06 23:00:00,24.17094,7.275,4.269
2023-07-07 01:00:00,24.72622,7.7,4.811
2023-07-07 02:00:00,20.19385,7.325,5.0
2023-07-07 03:00:00,24.05669,6.725,4.34
2023-07-07 04:00:00,32.55647,7.15,4.741
2023-07-07 05:00:00,37.40192,9.875,5.825
2023-07-07 06:00:00,45.03977,10.75,6.274
2023-07-07 07:00:00,53.20705,13.325,6.58
2023-07-07 08:00:00,54.44422,17.55,7.5
2023-07-07 09:00:00,57.33828,24.375,9.387
2023-07-07 10:00:00,47.57109,21.15,8.255
2023-07-07 11:00:00,31.74287,17.65,7.264
2023-07-07 12:00:00,19.63095,14.325,6.179
2023-07-07 13:00:00,10.56227,12.4,6.014
2023-07-07 14:00:00,11.95352,16.575,7.807
2023-07-07 15:00:00,14.27345,18.525,8.349
2023-07-07 16:00:00,12.41735,17.25,8.208
2023-07-07 17:00:00,14.22024,16.2,7.429
2023-07-07 18:00:00,13.03457,16.3,7.099
2023-07-07 19:00:00,17.20629,17.125,8.042
2023-07-07 20:00:00,39.04755,20.175,8.703
2023-07-07 21:00:00,44.81599,18.0,8.821
2023-07-07 22:00:00,45.2788,17.4,8.491
2023-07-07 23:00:00,55.42705,17.625,9.057
2023-07-08 01:00:00,60.96204,18.0,9.623
2023-07-08 02:00:00,57.46103,17.25,9.811
2023-07-08 03:00:00,60.24242,17.5,9.67
2023-07-08 04:00:00,70.90284,16.525,9.269
2023-07-08 05:00:00,54.88892,18.875,9.387
2023-07-08 06:00:00,47.83985,18.35,9.151
2023-07-08 07:00:00,32.28625,18.825,8.208
2023-07-08 08:00:00,15.70609,18.425,8.113
2023-07-08 09:00:00,14.10943,16.75,8.326
2023-07-08 10:00:00,24.72417,16.8,8.349
2023-07-08 11:00:00,20.39385,12.525,5.849
2023-07-08 12:00:00,32.1893,14.325,6.769
2023-07-08 13:00:00,30.63822,12.15,6.557
2023-07-08 14:00:00,28.21842,11.55,6.91
2023-07-08 15:00:00,31.00038,10.5,6.509
2023-07-08 16:00:00,31.25804,12.05,7.406
2023-07-08 17:00:00,25.8501,12.925,8.019
2023-07-08 18:00:00,20.75098,13.6,8.491
2023-07-08 19:00:00,17.55766,13.15,9.009
2023-07-08 20:00:00,21.00743,13.275,9.057
2023-07-08 21:00:00,27.23709,12.25,8.939
2023-07-08 22:00:00,29.96614,12.075,8.726
2023-07-08 23:00:00,20.59554,8.6,5.684
2023-07-09 01:00:00,22.71384,8.775,5.873
2023-07-09 02:00:00,16.26328,8.125,5.613
2023-07-09 03:00:00,11.27101,6.925,4.34
2023-07-09 04:00:00,9.93326,7.45,4.269
2023-07-09 05:00:00,9.47019,7.675,4.505
2023-07-09 06:00:00,8.90441,9.225,4.788
2023-07-09 07:00:00,9.57344,8.525,4.859
2023-07-09 08:00:00,11.94109,10.425,5.354
2023-07-09 09:00:00,16.01653,11.4,5.778
2023-07-09 10:00:00,13.17791,10.175,5.425
2023-07-09 11:00:00,11.01874,8.1,4.08
2023-07-09 12:00:00,6.74419,8.35,4.033
2023-07-09 13:00:00,7.77347,9.025,4.292
2023-07-09 14:00:00,5.30246,8.4,4.528
2023-07-09 15:00:00,7.1038,8.225,4.575
2023-07-09 16:00:00,10.03798,9.925,5.259
2023-07-09 17:00:00,9.93526,8.35,4.859
2023-07-09 18:00:00,9.36853,8.725,4.575
2023-07-09 19:00:00,8.64772,8.925,5.094
2023-07-09 20:00:00,8.02952,9.925,5.307
2023-07-09 21:00:00,7.61813,10.375,5.59
2023-07-09 22:00:00,8.23538,11.3,6.061
2023-07-09 23:00:00,8.49249,11.725,6.038
2023-07-10 01:00:00,12.82645,9.575,5.943
2023-07-10 02:00:00,11.17982,9.075,5.613
2023-07-10 03:00:00,9.51736,8.775,5.212
2023-07-10 04:00:00,8.07683,8.525,5.047
2023-07-10 05:00:00,7.408,7.7,4.599
2023-07-10 06:00:00,8.18022,8.125,4.41
2023-07-10 07:00:00,12.09079,7.7,4.458
2023-07-10 08:00:00,12.19518,8.7,3.939
2023-07-10 09:00:00,8.85056,9.475,4.34
2023-07-10 10:00:00,10.65268,11.35,4.646
2023-07-10 11:00:00,10.59952,16.55,5.307
2023-07-10 12:00:00,11.52808,12.375,5.094
2023-07-10 13:00:00,10.39467,13.675,4.953
2023-07-10 14:00:00,8.18204,11.325,4.222
2023-07-10 15:00:00,7.92473,10.7,4.316
2023-07-10 16:00:00,10.13626,12.8,5.259
2023-07-10 17:00:00,8.48977,10.875,4.623
2023-07-10 18:00:00,7.46066,13.3,5.212
2023-07-10 19:00:00,7.97466,12.725,5.519
2023-07-10 20:00:00,9.15738,12.4,5.896
2023-07-10 21:00:00,8.89977,10.65,5.377
2023-07-10 22:00:00,10.23752,10.675,5.283
2023-07-10 23:00:00,11.16345,10.65,5.259
2023-07-11 01:00:00,15.90579,8.575,4.269
2023-07-11 02:00:00,9.80461,8.575,4.151
2023-07-11 03:00:00,5.75915,8.325,3.939
2023-07-11 04:00:00,3.80571,7.1,3.349
2023-07-11 05:00:00,4.16591,3.65,2.052
2023-07-11 06:00:00,4.01147,4.3,1.91
2023-07-11 07:00:00,5.04048,5.1,2.547
2023-07-11 08:00:00,7.45784,8.15,3.679
2023-07-11 09:00:00,8.84715,10.1,4.175
2023-07-11 10:00:00,8.5402,11.05,4.764
2023-07-11 11:00:00,7.61257,10.4,5.212
2023-07-11 12:00:00,7.20085,11.425,5.59
2023-07-11 13:00:00,8.43553,11.95,5.896
2023-07-11 14:00:00,7.81746,11.325,5.259
2023-07-11 15:00:00,8.94824,10.675,5.189
2023-07-11 16:00:00,9.51499,9.975,5.071
2023-07-11 17:00:00,9.15459,10.4,5.708
2023-07-11 18:00:00,8.94834,10.625,5.825
2023-07-11 19:00:00,9.15362,10.775,6.25
2023-07-11 20:00:00,8.7419,10.55,6.462
2023-07-11 21:00:00,9.0502,11.075,6.91
2023-07-11 22:00:00,9.56447,11.475,6.722
2023-07-11 23:00:00,9.56447,10.8,6.58
2023-07-12 01:00:00,7.26442,7.5,4.127
2023-07-12 02:00:00,6.5793,6.925,4.08
2023-07-12 03:00:00,6.57877,7.325,4.481
2023-07-12 04:00:00,8.73738,7.45,4.528
2023-07-12 05:00:00,7.40153,8.35,4.741
2023-07-12 06:00:00,5.86011,7.75,4.175
2023-07-12 07:00:00,10.89876,9.75,4.67
2023-07-12 08:00:00,12.28785,10.85,5.094
2023-07-12 09:00:00,12.59945,,
2023-07-12 10:00:00,13.16293,,
2023-07-12 11:00:00,11.46584,,
2023-07-12 12:00:00,12.59649,,
2023-07-12 13:00:00,8.02112,,
2023-07-12 14:00:00,9.04824,,
2023-07-12 15:00:00,9.56263,,
2023-07-12 16:00:00,10.64161,,
2023-07-12 17:00:00,9.1513,,
2023-07-12 18:00:00,8.68774,,
2023-07-12 19:00:00,9.20103,,
2023-07-12 20:00:00,10.7944,,
2023-07-12 21:00:00,10.69068,,
2023-07-12 22:00:00,10.94774,,
2023-07-12 23:00:00,10.02257,,
2023-07-13 01:00:00,9.31582,,
2023-07-13 02:00:00,6.91846,,
2023-07-13 03:00:00,6.01076,,
2023-07-13 04:00:00,5.54834,,
2023-07-13 05:00:00,5.54914,,
2023-07-13 06:00:00,5.80616,,
2023-07-13 07:00:00,7.50251,,
2023-07-13 08:00:00,10.63684,,
2023-07-13 09:00:00,12.79427,,
2023-07-13 10:00:00,12.43468,,
2023-07-13 11:00:00,10.58538,,
2023-07-13 12:00:00,9.91873,,
2023-07-13 13:00:00,8.32406,,
2023-07-13 14:00:00,8.73608,,
2023-07-13 15:00:00,8.5291,,
2023-07-13 16:00:00,10.63764,10.3,4.505
2023-07-13 17:00:00,10.37858,9.625,4.717
2023-07-13 18:00:00,8.2208,7.25,3.75
2023-07-13 19:00:00,12.02205,8.4,5.047
2023-07-13 20:00:00,10.94285,5.2,2.972
2023-07-13 21:00:00,10.99395,7.825,3.939
2023-07-13 22:00:00,13.20319,7.275,4.34
2023-07-13 23:00:00,9.50432,6.575,4.033
2023-07-14 01:00:00,8.90141,6.325,3.892
2023-07-14 02:00:00,11.98149,7.625,4.717
2023-07-14 03:00:00,10.8349,8.55,5.354
2023-07-14 04:00:00,8.47249,8.5,5.472
2023-07-14 05:00:00,13.60766,10.1,6.604
2023-07-14 06:00:00,15.09804,10.475,6.958
2023-07-14 07:00:00,21.92906,9.75,5.825
2023-07-14 08:00:00,19.97699,10.25,5.0
2023-07-14 09:00:00,17.9751,11.275,4.811
2023-07-14 10:00:00,22.08479,11.075,5.212
2023-07-14 11:00:00,27.94032,9.425,5.542
2023-07-14 12:00:00,34.72075,12.55,6.698
2023-07-14 13:00:00,33.79527,13.675,8.326
2023-07-14 14:00:00,36.46314,15.65,8.373
2023-07-14 15:00:00,27.21777,10.45,5.778
2023-07-14 16:00:00,35.74034,12.0,6.675
2023-07-14 17:00:00,30.19457,12.775,7.547
2023-07-14 18:00:00,21.25963,8.55,5.943
2023-07-14 19:00:00,19.10226,6.375,4.458
2023-07-14 20:00:00,17.15129,6.375,4.387
2023-07-14 21:00:00,13.86448,6.05,4.104
2023-07-14 22:00:00,11.60551,4.775,2.901
2023-07-14 23:00:00,9.03822,5.35,3.113
2023-07-15 01:00:00,8.00691,9.0,4.434
2023-07-15 02:00:00,7.66477,10.9,5.495
2023-07-15 03:00:00,8.31493,10.625,5.448
2023-07-15 04:00:00,7.34004,10.65,5.472
2023-07-15 05:00:00,7.39113,10.55,5.283
2023-07-15 06:00:00,6.51913,9.35,4.741
2023-07-15 07:00:00,6.93051,8.55,4.175
2023-07-15 08:00:00,7.85455,10.9,4.976
2023-07-15 09:00:00,6.52057,11.675,5.189
2023-07-15 10:00:00,6.16227,13.55,4.976
2023-07-15 11:00:00,7.23996,14.475,5.542
2023-07-15 12:00:00,7.18856,15.375,6.061
2023-07-15 13:00:00,6.57181,17.1,6.321
2023-07-15 14:00:00,6.46893,16.625,6.226
2023-07-15 15:00:00,5.8529,19.475,5.566
2023-07-15 16:00:00,6.46973,19.225,6.274
2023-07-15 17:00:00,6.10943,20.85,8.019
2023-07-15 18:00:00,6.98159,19.25,9.175
2023-07-15 19:00:00,7.70002,20.425,10.094
2023-07-15 20:00:00,6.21103,21.125,12.099
2023-07-15 21:00:00,6.26212,18.825,10.896
2023-07-15 22:00:00,6.98071,14.475,8.703
2023-07-15 23:00:00,6.41616,12.325,6.179
2023-07-16 01:00:00,4.92558,7.125,4.08
2023-07-16 02:00:00,4.1047,10.625,5.448
2023-07-16 03:00:00,3.43785,11.775,6.085
2023-07-16 04:00:00,3.3351,15.0,7.052
2023-07-16 05:00:00,3.3864,16.35,7.359
2023-07-16 06:00:00,3.74602,15.725,7.193
2023-07-16 07:00:00,3.59265,19.9,6.934
2023-07-16 08:00:00,3.69517,14.075,5.896
2023-07-16 09:00:00,3.6951,11.825,5.307
2023-07-16 10:00:00,4.00296,10.05,4.292
2023-07-16 11:00:00,4.36206,9.2,3.75
2023-07-16 12:00:00,4.46496,10.025,4.08
2023-07-16 13:00:00,4.82374,11.6,4.976
2023-07-16 14:00:00,6.6195,11.5,5.519
2023-07-16 15:00:00,6.10613,11.4,5.0
2023-07-16 16:00:00,5.84941,11.15,4.623
2023-07-16 17:00:00,6.82439,9.275,4.67
2023-07-16 18:00:00,5.74697,9.5,4.41
2023-07-16 19:00:00,7.13158,9.8,5.165
2023-07-16 20:00:00,6.36187,12.05,5.401
2023-07-16 21:00:00,9.18337,8.625,5.024
2023-07-16 22:00:00,12.46664,8.05,5.236
2023-07-16 23:00:00,10.00422,5.85,4.245
2023-07-17 01:00:00,9.16181,9.4,5.59
2023-07-17 02:00:00,6.35878,8.5,4.976
2023-07-17 03:00:00,6.30776,8.475,4.953
2023-07-17 04:00:00,5.43609,9.6,5.212
2023-07-17 05:00:00,6.30726,8.825,5.259
2023-07-17 06:00:00,7.4366,9.675,5.59
2023-07-17 07:00:00,8.00113,10.125,5.778
2023-07-17 08:00:00,9.48925,8.775,4.835
2023-07-17 09:00:00,9.8499,8.65,3.821
2023-07-17 10:00:00,10.10585,6.2,2.972
2023-07-17 11:00:00,9.28437,9.425,3.396
2023-07-17 12:00:00,9.54082,10.575,3.514
2023-07-17 13:00:00,10.77178,7.7,2.406
2023-07-17 14:00:00,9.43762,7.0,2.288
2023-07-17 15:00:00,9.28344,5.75,1.91
2023-07-17 16:00:00,8.41133,6.65,1.958
2023-07-17 17:00:00,9.89852,7.65,2.524
2023-07-17 18:00:00,9.94929,5.2,1.91
2023-07-17 19:00:00,11.02614,6.625,3.066
2023-07-17 20:00:00,10.30736,8.35,3.962
2023-07-17 21:00:00,11.2813,7.85,4.127
2023-07-17 22:00:00,12.66594,9.125,4.033
2023-07-17 23:00:00,16.10116,6.8,3.514
2023-07-18 01:00:00,19.27136,6.2,3.255
2023-07-18 02:00:00,18.04105,6.675,3.09
2023-07-18 03:00:00,17.88743,6.55,3.231
2023-07-18 04:00:00,15.78605,9.8,6.344
2023-07-18 05:00:00,14.65852,7.45,4.245
2023-07-18 06:00:00,15.17198,7.075,3.491
